,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
111814,56322d795c58c55e,"""
Hehe this is what I call """"truth hurts"""". You don't deserve to call yourself Greek as far as you don't even try to learn our goddamn holy language. And by the way, you have no right to tell me what to do. See ya around )  """,0,0,1,0,0,0
112200,583ff869addbc131,"Ciao

Whats up with that ? I thought Sonny Bonno was dead. You could very well be a man I knew from Youngstown., or perhaps Michigan. But that Ciao bullshit reminds me of Charlie.....Smith was actually directed by the California office to sell off those shops. Although many times his conversations didnt make sense leading those who knew him to surmise that he took to many blows to the head while practicing Karate. Smiths bonnuses were not that big. Dont try to call him a sapp however, as this is not something you would say to his face.....Fred Zepplin, Covington Kentucky....",0,0,1,0,0,0
112289,58a83f5f09e9eb8f,Thanks for your praise. Is there a Wikiproject for that historical atlas project you were talking about? I'll work on the next Cassell map conversion as I have time over the next few days. The biggest pain in the ass was erasing all the contemporary national borders from the giant map I found under Wikipedia:Blank maps.  (Talk) (Contrib),0,0,1,0,0,0
112534,5a09399a07fd94e2,"Nigger Hatin Me 

This is NOT a Johnnie Rebel song, but a David Allen Coe song.",0,0,1,0,0,0
113983,61b3beea5e003462,"""

John Mark Karr quote

""""You wanna rape us John Mark Karrs? You wanna rape us Debra Lafaves? Fuck you.""""  The source cited has the entire word before """"you"""" blotted out.  Is there an uncensored source, or are we just assuming it is """"fuck""""?  Although it would make the most sense from context, to be sure, we cannot make such an assumption in an encyclopedia.  Either the word should be blotted out or a reliable, first-hand, uncensored source must be added.""",0,0,1,0,0,0
114035,620a17191d970b7e,", you dummy.

The man above me is correct",0,0,1,0,0,0
114573,64cb94cac9f47b74,"""
What a crock of shit, .  That's the pissiest, poorest logic I've ever seen.  What group do you belong to?  The shortbussers?  Diligent Terrier may be a dick, but I'll say one thing for him, he's A-100% ethical and honest in all his dealings.  And I don't think he ever found himself lost in a bathroom stall, which I doubt you can claim.  To insinuate that what DT did constituted a """"personal attack"""" constitutes a huge case of self-embarrassment on your part.   It's just ridiculous.68.218.222.40  """,0,0,1,0,0,0
115636,6a6f4682aaf88202,"QUIT Threatening Me... 

Beyotch!!",0,0,1,0,0,0
115792,6b372cb5428d1154,"RE: thegodstemplate 

The text is different, looks better then the plain ass text used on everything else. And once again, who gives a shit? I use it on a few pages, what does it matter?",0,0,1,0,0,0
115913,6bc8f79725977f2b,"Hi there. In case you aren't a robot, stop sending me shit messages and instead check my edits. I am the copyright owner. You must cease and decist from distributing my content.",0,0,1,0,0,0
115928,6bd8b7fd1acf21e5,"""
I'm sorry, the term was """"fappers,"""" meaning people who enjoy masturbating to said material. Flappers would suggest you're a bit dated and twenties-ish. Maybe instead I should say that undue bias is given to those who aren't offended by pornographic material to begin with. Showing this page to the """"average person"""" generally elicits either offense or a general """"I can't believe Wikipedia..."""" in most of the cases I show it to someone else. Primetech """,0,0,1,0,0,0
118271,78002cb763af993d,STFU!!! Am I bothered?,0,0,1,0,0,0
118888,7b6b420c12edb8cb,"ocean. In the end, Michael tragically hangs himself while masturbating over his brother's dead body.",0,0,1,0,0,0
119034,7c4b108b5c5e2d27,"""
Hey, IPadPerson, please try to keep """"fuck"""" etc out of edit summaries. They're typically here to stay. Thanks.   """,0,0,1,0,0,0
119050,7c624b41f1380d4b,"I hope you like what you started 

I shouldn't have been banned. That was a complete abuse and utter bullshit. I hope you like the disruption you have caused to the project. My ban needs to be overturned so I can stop advocating for it to be undone. You guys took a dedicated editor and me out of the project just so you could keep pushing POV and free the admins to be abusive. I hope your happy. When my ban is overturned I'll walk away. But until then I a never going to stop commenting because it was abusive and never should have been allowed. Kumioko",0,0,1,0,0,0
119379,7e3ce64458ca6e65,Piss off. 67.190.81.211,0,0,1,0,0,0
120061,820958dcdbc27414,"""You never gave a concrete answer. I asked when and WHY? What do you mean a """"Lefty tradition?"""" What the hell does that mean? If you cannot give specific answers, then take""",0,0,1,0,0,0
120497,848030f6c4e0af3f,The only nonsense I will approve is nonsense committed by 1)chaka zulu warriors. 2)anglican gay priests 3)cocksuck ers,0,0,1,0,0,0
120530,84b5ff302640441e,"""
(person) (is || is not) (status), where status is an abstract concept with a non-trivial definition, is fundamentally a statement of an idea, even though a person is the subject of the sentence. Or, if you like, the proposition could be phrased as a proof: """"Wikipedians follow all five pillars; Malleus does not follow pillar 4; therefore, Malleus is not a Wikipedian"""". Contrast that to calling another editor a """"Dishonest fuck""""; even if we granted for the sake of argument that the first statement could be deduced (accuracy or inaccuracy can; dishonesty implies motive to deceive, and I have yet to see that proven), the latter is gratuitous insult.   """,0,0,1,0,0,0
120565,84f7459a433a5ab9,"Blocking user: Willybigcheese 
Hi, ummmmmm wtf is your problem, why did you block me? i didn't do anything!, please give me ur email address so I can talk to you, you douche",0,0,1,0,0,0
121578,8a7e86a0a456a678,"""

 Edit request from 71.189.212.53, 12 January 2011 

Please remove the offensive work """"fuckin"""" from the body of the text. It is a quote from a person other than Jackie Robinson, and does a dis-service to young readers. It serves no purpose and I am appalled someone allowed it for obviously uneducated reasons.

71.189.212.53  """,0,0,1,0,0,0
121774,8b7fc49d56926cff,Please unblock .75 and .252.  I can personally assure you that they will not refer to Bzuk as a Dumb Ass.68.245.223.177,0,0,1,0,0,0
122815,90f56e6f54934bfc,"""

 BULL$HIT. he sells this on openness and closes his page. u should be ashamed. 

ikipedia Founder Hit With Relationship Trouble, Allegations of Excessive Spending
By Megan McCarthy March 03, 2008 | 3:34:58 PMCategories: People  
Wikipedia founder Jimmy Wales didn't have such a good weekend. First the blogosphere and then Wikipedia itself lit up with news of his messy breakup with controversial Canadian TV pundit Rachel Marsden. Now, accusations are flying that Wales has been living the high life on the expense account of the nonprofit foundation he created.
On Friday, reports surfaced that the married-but-divorcing Internet icon carried on a clandestine affair with Marsden.  Evidence of the affair included lurid IM transcripts, which appeared on Silicon Valley gossip blog Valleywag. On Saturday, Wales posted a statement on the Wikipedia Foundations website (which he later moved to his personal site) denying that his actions went against Wikimedia Foundation's policies, and stating that the affair had ended. Marsden responded by listing the clothes that he left at her house up for auction on eBay.
So, what's the big deal when a relationship goes sour? Well, the two met when Marsden contacted Wales to help her """"clean up"""" what she perceived to be errors on her personal Wikipedia page, and there have been allegations that Wales used his influence to improperly make changes.
Former associates of Wales' are using this scandal to bring up other worries they have about the organization of the foundation. Former Wikimedia exec Danny Wool, who left the foundation last year, wrote a blog post insinuating that Wales used the non-profit foundation as his own personal piggy bank. Expenses that Wales tried to apply to the foundation included $300+ bottles of wine and visits to Moscow massage parlors, Wool alleges. According to Wool, the expenses got so out of hand that the Wikimedia foundation took away Wales' corporate credit card.
""""There were occasions where he used [the Wikimedia Foundation] for personal advancement under the guide of the mission.  And, as someone who was in there for the mission part of it, I found that rather distressful,"""" Wool told EPICENTER.
Wales did not immediately respond to a request for comment.""",0,0,1,0,0,0
