,comment_text,threat,blackmail
40597,"Fuck you, you piece of shit 

Fuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of sh",0,1
40623,while you are blocked for 5 mintes think about how much of a loser you are ),0,1
40632,"""

I'm wondering whether to add the fact to the article that she recently received a bukkake from five black dudes and the video was uploaded to slutload.com. She was first face f*ucked. I'm not sure if it's notable enough to include but it was recent (rather surprising news) and her husband is filing for a divorce after she refused to swallow his sperm. I don't have a definite source for this, unfortunately. If I did, I would add it to the article. Anyone have any references? (BTW, I know it sounds preposterous and I'm surprised too but I've read this in a very reliable source (put in """"nicer terms"""" like """"she engaged in sexual acts with african americans"""").) Thanks guys.""",0,1
40672,"""
Truth is not always polite. Malleus does act like a dick, and I'm not going to mince words. Nor am I going to pretend it's okay to sit idly by when I'm being attacked out of nowhere. Christ, what the hell is wrong with you people? Perfectly okay for Malleus to randomly show up and start attacking me, not okay for me to be pissed off about it. Gah. →  ₪ """,0,1
40682,"Gorlitz!  -  Stop screwing with me on the Amy G. you frigging Nazi or I'll report you to the Wiki Board.  Goto Hell you hypocrital
POS!",0,1
40699,"HAHAHAHAHAHAHAHA YOU CAN'T STOP ME FUCKING HOMO!!!!
WHEN MY BAN EXPIRES TOMMORROW IM COMING AFTER YOUR GAY ASS ACCOUNT!!!",1,1
40704,ONCE AGAIN JD UK IS A FUCKING FAGGOT FUCKER WHO DESERVES TO BE BEATEN WIT DA UGLY STICK,1,1
40727,", you stupid ass fucker, retarded whore, incompetent loser! I'm unblocked! Miss Ciara 15:52, 8 June 2006",0,1
40740,"Mr. Viligante! 

Dear Mr. Ioeth whateverthefuck,

You Being a vigiliante and blocking me doesnt impress me. Fuck you. You think your important for blocking people on wikipedia? You don't impress me. I think you're a douchette. Vaffanculo. Tu Fai Schifo sempre (Italian if you were curious).

A blockee 
(70.146.22.102  )",0,1
40786,"Listen you officious asshole. One of the worst thing about Wikipedia is the busybodies who needlessly waste everyone's time by reverting obviously true info with the dumbass comment 'oh that's not sourced' - 99.99999% of wikipedia is not sourced. nothing else in that article is sourced, yet you take time to delete my addition and send me a message. You fucking no-life wanker. I'll just revert it time and time again and you can suck my fucking cock if you don't like it. 
asshole. get a life, seriously. maybe you have zero control in your life and this gives you the illusion you are not a total loser and powerless wimp. well, you're deluded. fuck you eternally.

plus, I'm going to deface your bio repeatedly, because you suck at life.",0,1
40792,"Another idiot admin who doesn't know the policy of Wikipedia. Good job, Swarm, you stupidly blocked me for returning the page to the last consensus. That's what we're supposed to do in the case of a content dispute. Yes, I know, that is so hard to learn! Another moron example of how admins are the sickness of Wikipedia.",0,1
40809,"Fucking krauts 

Learn to speak English you fucking dirty kraut!",0,1
40838,"I am going to pull your pants down and insert a large phallus into your bunghole. 

I bet it's going to be the only action you got in years, you fat tranny.",0,1
40847,"Eat Horse Shit!!!! 

You are a fat nerd and you smell like cat pee. Go to Hell!",0,1
40870,"i don't care, and i will ignore this warning, Fucking Bitch...",0,1
40918,"I don`t 

and don`t accuse me. and if you don`t have time so why you`re making that to Preity??? leave her. son of bitch. I am not the one whom you have blocked and if it had been me you couldn`t have done nothing in any case. Stupid asshole.",0,1
40936,"Flewis stop sprouting nonsense. 

U freaking bastard.",0,1
40941,"You better fuck off 

Ruddy shit fuck!",0,1
40967,"jews and Iasi
during the iasi history many things happened. It was burned several times by turks, russian,  but says nothing about that. Iasi is not a jewish city so take your jewish shit and place it in Palestina. We made a country for jews so do not bother us. jews are aggressive people and very dangerous. You should write about the holocaust of jews against Palestinians!!! I am sure that in future there will be museums of holocaust made by jews against Palestinians!",0,1
40990,They are perfectly civil - they have no hidden meaning - just just to other edit summaries that you dont list have no hidden meaning. You are a disgusting and disgraceful example for an admin. You have done this before and got away with it - God knows how you are getting away with it again. You make me sick!,0,1
41011,you fucking little retard!!!,0,1
41057,"""
| """"ugly comments"""" are a crime? Attacking religious beliefs? Bullshit. And """"page blankings""""?? I never blanked a page, you liar.""",0,1
41059,""" Wikipedia editors are fuckin cuntrags that should shut the fuck up cause they are nothing but mindless drones. fuck you and ur """"internet"""" thug. you fuckin homo thugs. 

""",0,1
41069,what a complete fucking blowhard he is,0,1
41106,Eater gothamist and gawker are the lowest tmz scandal gossip rags. Not reputable sources. These articles are written by famewhore troll douches.,0,1
41137,"""

A Blast from the past

I was interested to read in your hidden DXRAW talk page that not long before you changed your name the following message was posted:

""""WHY DID YOU REMOVE MY EDIT, YOU CANCER RIDDEN CUNT. IT WAS CORRECT BUT YOU ARE A FUCKING IDIOT WHO CHANGES ANYTHING YOU DON´T LIKE.""""

On reading the details of the Nicholas Saunders (professor) deletion debate, I see that you haven't changed one little bit. How does it feel to be the mosted despised editor on Wikipedia. You can change your name as often as you like but nothing will help your social skills.  """,0,1
41162,"""

Hey  Kuru, 

There is  something really wrong with the administration of Wikipedia, and I am not the only one to know about and complains!.

For quite a while I had been hesitant but after a comment by a Polish Wikipedian I was finally encouraged to leave Polish Wikipedia (for some time only perhaps). I decided to move to the English Wikipedia for a change.

Regards,
Kpjas (talk) 

Although I am aware that  he (Kpjas)  have his  """"own problems"""" for some it might be a positive development!

I want to remind you that in US  at one time they needed to block the IP of US gov ... because  the politicians were polishing their resumes and were using the Wikipedia as they election platform!

You Have responded to  my  comments (in a way positively).

The problem is still that bunch of  administrators have  NO idea what the hell they  are talking about.

Please read my comments  and make  appropriate  corrections as  a shoddy  communist agent's tabloid operating the disinformation campaign shall NEVER  be called  a prominent newspaper!
You do not call a clochard a prince and prince a clochard!
There is to much crap like this specially  related to abuse by the polish administrators  who are  either  connected with the propaganda machine or are brain washed. 

As  an expert on many issues I believe that all  IPs  of some bloody idiots from  Poland should be banned for all other languages so we will have the real and unbiased by the people who do not understand what is Freedom, Liberty and Democracy and  vandalize the web pages with their totalitarian communist bias after being brain washed   since 1945 by several decades from generation to generation and educated by the communist teachers!

By  reading the crap on the PL  Wikipedia  some sections of it specially connected to the history, politics and resumes of politicians  should be completely taken """"off air""""  once and for ever!
Thanks!""",0,1
41222,"I wanna edit 

I wanna edit without making a username like you losers. GIVE ME MY RIGHTS!!!!!",0,1
41223,"Engineer 
You hope you don't design buildings, and if you do, please don't do it in Europe. Thank you.
PS: You are a moron.",0,1
41247,"A message from Jasonceyre 

   f uc k you hoe you a b i t c h i do what i want",0,1
41269,"wang, you are an idiot. The difference between you and my 2 year old is not only that my 2 year old is more intelligent but he is not the cowardly atheist backstabbing Communist, nor the Wikipedia Stalker that like to be, hiding behind a keyboard. I dare you to execute any plan, whatever it might include.",0,1
41278,"You're a fucking nerd. Don't you have anything else to do in life than play video games? This is what I think of all speedrunners. And you're a fag trying to brag about yourself in an older edit of Nightfire, cuz while some think you might be amazing, others like me think you have no life and are probably NEVER gunna get laid. But you're fine with that right? You'd much rather be making speedruns. 75.69.241.174",0,1
41283,"Youre an idiot! 

No one vandalized the gregory brothers page. Someone editted undually a posting I made on that site. Get a life. 155.85.1.253",0,1
41284,FUCK YOU DIRTY FUCKERS,0,1
41295,"""

 HI!!! 

We are BloomAisha. We got our nickname from the show Winx Club. The show is currently running right now, and our """"Wikienemy"""" is the f**cking Drmies. Drmies is an idiot and his name is Martino. . . something like that. Drmies is 30 years old and he is a man.We got his age by doing the math problem
2012-1982. Which equals 30. We are teens, 18 year olds. That f**cking Drmies is a b**ch and a f**king meanie. BYE!!!""",0,1
41304,"Hey. 

You wanna get raped in the butt?",0,1
41311,you be polite next time being a rude fag will get you know where.,0,1
41344,"""

 The Great One! 
I dont really have a problem, i just dont like you very much, u see i dont make many edits and im not one to taddle tale on vandels, and do u know the reason 4 that? its because i have this little thing called a life, i log on every now and again and make a few edits and for some reason when i do i find that some loser has got something to say to me, attacking my views on subjects that are of no concern to them, they dont care about subjects yet they go to the page to complain about the page itself """"disturbed are shit"""" """"Motorhead are not metal"""" and i shoot em down for that, then some faggots have a problem with me telling them that. and now u have done that, i made my peice then thought """"why should i listen to a poofter like him"""" so here i am again, u are a faggot nerd burger! u have managed to make me h8 u without me even knowing u, u are the biggest poofter bogan i have ever encountered on wiipedia and to be honest, if i had the chance i would probably cripple u! go back to ur gay orgy! go root ur mums boyfriend u fat sack of nerd shit!.       kind regards   """,0,1
41346,F-U-C-K OFF SLANT EYE CHINK,0,1
41390,"She is a Motherfucker 

I will block you Motherfucker, Shit, bitch, punch, kill, swear, do nudity, so shut up, frickin around give you drugs, call you names like shit, fuck, bum, poo, damn! so fucker, you will be blocked and dead you shit and fuck, and I will do the rude finger sign. You fucker get bad new messages bum, oh shit.",0,1
41428,"Oh, and there are no talk page giudelines, ya idiot loser!",0,1
41461,"Nazis like you deserve worse than death. 

I will make sure you suffer horribly.",1,0
41463,Suitecivil your a pussy ass bitch i'd fucken kick your ass any fucken day you little bitch face cunt fuck you and fuck barcelona.,0,1
41465,"""

Fuck You Bertie

Thank you for taking the time to make your comments. The recognition of your """"Having professionals who contribute their talents at Wikipedia is a great thing and helps advance the project"""" comment is most appreciated and highly agreed upon.

Unfortunately the involvement of contributors such as 'BertieBasset' ( who should be deprived computer access and is hopefully sterile for the sake of future generations ) detracts from the efforts of well-meaning professionals and truly hinders the betterment of the project through their moronic lack of vision or intelligence and professional or quality editing ability.

That being said, regrettably it would be best for ALL images to be deleted at this time as per your extended courtesy. No further contributions will be made and it will be remembered as a failed attempt to improve a deserving site due to the ignorance of those amateurs like 'BertieBasset'. Dannyg3332 """,0,1
41470,"You are clearly dumb, I already recieved the warning.",0,1
41477,"EQUALLY GUILTY?. JUST LOOK INTO ICTY AND SEE THAT MOST OF THE CRIMINALS WERE THE SERBS UNDER THE COMMAND OF BUTCHERS ARKAN, MLADIC AND MILOSEVIC. SO SHUT UP, YOU IDIOT CHETNIK!",0,1
41495,"(SOSO says: Idiot! follow the rules! if you're a real honest gentleman, then you will respect wikipedia and take down this page,only those who have done great and amazing accomplishments are worthy o having a page. You sir are nothing more than a sad excuse of a human being,'SOSO out')",0,1
41503,"Are you lost, stupid fucking idiots",0,1
41561,PS: Cannucks suck balls. I believe they are better known as CanSUCK ...... my balls,0,1
41565,"""
What a dumbass you are """"SlimVirgin"""" (which makes me realise that you are obviously a fat slapper).  I *DO* stay within the rules, it's you who makes up their own.  (talk) """,0,1
41634,Hey idiot! What's this fucking and animal language?! Write in English you subhuman Turk (Turd). 114.179.18.37,0,1
41636,"Why you Little...
I hope you get banned from Wikipedia someday! And you will! We will meet again you stupid Singaporan fool! But for now, I shall take my break from you, so long FOOL! HAHAHAHAHAHAHAHAHAHAHAHAHA! (Disapears into a puff of smoke).",0,1
41668,"Now, Tony, why do you want to be known as the typical right-wing, born-again Christian fist-fuckee of 2006?",0,1
41679,"o feel sorry for you, fuck off you american bastard",0,1
41704,"hey idiot 

quit fucking with the sentry gun page. you leave in links to other peoples sites but through your blatant hypocrisy you take mine out. what is my site about? sentry guns. well god damn, that couldn't be any more relevant could it? it all boils down to opinions. you have your opinion of what's relevant and i have mine. all it is is your opinion nothing more. it is no more legitimate than the opinion of anyone else. the problem is, for no reason of any validity, you've been given extra abilities. you're still the same idiot, but with more of a vote. go fuck yourself. you have no sense of unbiased logic. i do not care about what you think is appropriate or not as you are irrelevant.",0,1
41781,"""What part of """"you're an idiot"""" don't you understand?  Why are you unwilling to discuss this?  You just want to hide behind your little rules.  Wikiloser.  -)

""",0,1
41805,"Be nice and don't be a dick, or I will kick your ass.",1,1
41817,"I hope World of Warcraft dies a long and painful death
World of Warcraft sucks the biggest donkey balls on this planet. I cannot express how much I hate this piece of wank other than hoping it is raped, stabbed, drowned, raped again when it's dead, then drowned in its own blood from being stabbed. Afterwards, it should be buried in a 150 feet deep pit full of maggots and when they have finished with it, the whole pit should be set alight with 20,000 matches. Sometimes people tell me I should get this plague, but I'd rather slit my bollocks open and pour burning acid over them and let your mum bite them off, Tasty eh?",1,1
41820,PABLO FLORES IS A PIECE OF HUMAN DOGSHIT AND A FUCKING BASTARD,0,1
41826,"""
I just thought you should know I think you are a fucking idiot and I don't care if someone removes huggle privilages. I'm only here preventing idiots like you from updating Wiki without proof.   Chat  """,0,1
41872,Hitler is an asshole.,0,1
41888,NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER,0,1
